	f1	f2	f3	clase
57	-1.86652	-0.22821	0.520957	1
58	-1.86652	-0.22821	0.520957	0
59	-1.86652	-0.22821	0.520957	0
60	-1.86652	-0.22821	0.520957	0
61	-1.86652	-0.22821	0.520957	0
62	-1.86652	-0.22821	0.520957	0
63	-1.86652	-0.22821	0.520957	0
64	-1.86652	-0.22821	0.520957	0
65	-1.86652	-0.22821	0.520957	0
66	-1.86652	-0.22821	0.520957	0
67	-1.86652	-0.22821	0.520957	0
68	-1.86652	-0.22821	0.520957	0
69	-1.86652	-0.22821	0.520957	0
70	-1.86652	-0.22821	0.520957	0
71	-1.86652	-0.22821	0.520957	0
72	-1.86652	-0.22821	0.520957	0
73	-1.86652	-0.22821	0.520957	0
74	-1.86652	-0.22821	0.520957	0
75	-1.86652	-0.22821	0.520957	0
76	-1.86652	-0.22821	0.520957	0
77	-1.86652	-0.22821	0.520957	0
78	-1.86652	-0.22821	0.520957	0
79	-1.86652	-0.22821	0.520957	0
80	-1.86652	-0.22821	0.520957	0
81	-1.86652	-0.22821	0.520957	0
82	-1.86652	-0.22821	0.520957	0
83	-1.86652	-0.22821	0.520957	0
84	-1.86652	-0.22821	0.520957	0
85	-1.86652	-0.22821	0.520957	0
86	-1.86652	-0.22821	0.520957	0
87	-1.86652	-0.22821	0.520957	0
88	-1.86652	-0.22821	0.520957	0
89	-1.86652	-0.22821	0.520957	0
90	-1.86652	-0.22821	0.520957	0
91	-1.86652	-0.22821	0.520957	0
92	-1.86652	-0.22821	0.520957	0
93	-1.86652	-0.22821	0.520957	0
94	-1.86652	-0.22821	0.520957	0
95	-1.86652	-0.22821	0.520957	0
96	-1.86652	-0.22821	0.520957	0
97	-1.86652	-0.22821	0.520957	0
98	-1.86652	-0.22821	0.520957	0
99	-1.86652	-0.22821	0.520957	0
100	-1.86652	-0.22821	0.520957	0
101	-1.86652	-0.22821	0.520957	0
102	-1.86652	-0.22821	0.520957	0
103	-1.86652	-0.22821	0.520957	0
104	-1.86652	-0.22821	0.520957	0
105	-1.86652	-0.22821	0.520957	0
106	-1.86652	-0.22821	0.520957	0
107	-1.86652	-0.22821	0.520957	0
108	-1.86652	-0.22821	0.520957	0
109	-1.86652	-0.22821	0.520957	0
110	-1.86652	-0.22821	0.520957	0
111	-1.86652	-0.22821	0.520957	0
112	-1.86652	-0.22821	0.520957	0
113	-1.86652	-0.22821	0.520957	0
114	-1.86652	-0.22821	0.520957	0
115	-1.86652	-0.22821	0.520957	0
116	-1.86652	-0.22821	0.520957	0
117	-1.86652	-0.22821	0.520957	0
118	-1.86652	-0.22821	0.520957	0
119	-1.86652	-0.22821	0.520957	0
120	-1.86652	-0.22821	0.520957	0
121	-1.86652	-0.22821	0.520957	0
122	-1.86652	-0.22821	0.520957	0
123	-1.86652	-0.22821	0.520957	0
124	-1.86652	-0.22821	0.520957	0
125	-1.86652	-0.22821	0.520957	0
126	-1.86652	-0.22821	0.520957	0
127	-1.86652	-0.22821	0.520957	0
128	-1.86652	-0.22821	0.520957	0
129	-1.86652	-0.22821	0.520957	0
130	-1.86652	-0.22821	0.520957	0
131	-1.86652	-0.22821	0.520957	0
132	-1.86652	-0.22821	0.520957	0
133	-1.86652	-0.22821	0.520957	0
134	-1.86652	-0.22821	0.520957	0
135	-1.86652	-0.22821	0.520957	0
136	-1.86652	-0.22821	0.520957	0
137	-1.86652	-0.22821	0.520957	0
138	-1.86652	-0.22821	0.520957	0
139	-1.86652	-0.22821	0.520957	0
140	-1.86652	-0.22821	0.520957	0
141	-1.86652	-0.22821	0.520957	0
142	-1.86652	-0.22821	0.520957	0
143	-1.86652	-0.22821	0.520957	0
144	-1.86652	-0.22821	0.520957	0
145	-1.86652	-0.22821	0.520957	0
146	-1.86652	-0.22821	0.520957	0
147	-1.86652	-0.22821	0.520957	0
148	-1.86652	-0.22821	0.520957	0
149	-1.86652	-0.22821	0.520957	0
150	-1.86652	-0.22821	0.520957	0
151	-1.86652	-0.22821	0.520957	0
152	-1.86652	-0.22821	0.520957	0
153	-1.86652	-0.22821	0.520957	0
154	-1.86652	-0.22821	0.520957	0
155	-1.86652	-0.22821	0.520957	0
156	-1.86652	-0.22821	0.520957	0
157	-1.86652	-0.22821	0.520957	0
158	-1.86652	-0.22821	0.520957	0
159	-1.86652	-0.22821	0.520957	0
160	-1.86652	-0.22821	0.520957	0
161	-1.86652	-0.22821	0.520957	0
162	-1.86652	-0.22821	0.520957	0
163	-1.86652	-0.22821	0.520957	0
164	-1.86652	-0.22821	0.520957	0
165	-1.86652	-0.22821	0.520957	0
166	-1.86652	-0.22821	0.520957	0
167	-1.86652	-0.22821	0.520957	0
168	-1.86652	-0.22821	0.520957	0
169	-1.86652	-0.22821	0.520957	0
170	-1.86652	-0.22821	0.520957	0
171	-1.86652	-0.22821	0.520957	0
172	-1.86652	-0.22821	0.520957	0
173	-1.86652	-0.22821	0.520957	0
174	-1.86652	-0.22821	0.520957	0
175	-1.86652	-0.22821	0.520957	0
176	-1.86652	-0.22821	-1.91867	1
177	-1.86652	-0.22821	-1.91867	1
178	-1.86652	-0.22821	-1.91867	1
179	-1.86652	-0.22821	-1.91867	1
180	-1.86652	-0.22821	-1.91867	1
181	-1.86652	-0.22821	-1.91867	1
182	-1.86652	-0.22821	-1.91867	1
183	-1.86652	-0.22821	-1.91867	1
184	-1.86652	-0.22821	-1.91867	1
185	-1.86652	-0.22821	-1.91867	1
186	-1.86652	-0.22821	-1.91867	1
187	-1.86652	-0.22821	-1.91867	1
188	-1.86652	-0.22821	-1.91867	1
189	-1.86652	-0.22821	-1.91867	1
190	-1.86652	-0.22821	-1.91867	1
191	-1.86652	-0.22821	-1.91867	1
192	-1.86652	-0.22821	-1.91867	1
193	-1.86652	-0.22821	-1.91867	1
194	-1.86652	-0.22821	-1.91867	1
195	-1.86652	-0.22821	-1.91867	1
196	-1.86652	-0.22821	-1.91867	1
197	-1.86652	-0.22821	-1.91867	1
198	-1.86652	-0.22821	-1.91867	1
199	-1.86652	-0.22821	-1.91867	1
200	-1.86652	-0.22821	-1.91867	1
201	-1.86652	-0.22821	-1.91867	1
202	-1.86652	-0.22821	-1.91867	1
203	-1.86652	-0.22821	-1.91867	1
204	-1.86652	-0.22821	-1.91867	1
205	-1.86652	-0.22821	-1.91867	1
206	-1.86652	-0.22821	-1.91867	1
207	-1.86652	-0.22821	-1.91867	1
208	-1.86652	-0.22821	-1.91867	1
209	-1.86652	-0.22821	-1.91867	1
210	-1.86652	-0.22821	-1.91867	1
211	-1.86652	-0.22821	-1.91867	1
212	-1.86652	-0.22821	-1.91867	1
213	-1.86652	-0.22821	-1.91867	1
214	-1.86652	-0.22821	-1.91867	1
215	-1.86652	-0.22821	-1.91867	1
216	-1.86652	-0.22821	-1.91867	1
217	-1.86652	-0.22821	-1.91867	1
218	-1.86652	-0.22821	-1.91867	1
219	-1.86652	-0.22821	-1.91867	1
220	-1.86652	-0.22821	-1.91867	1
221	-1.86652	-0.22821	-1.91867	1
222	-1.86652	-0.22821	-1.91867	1
223	-1.86652	-0.22821	-1.91867	1
224	-1.86652	-0.22821	-1.91867	1
225	-1.86652	-0.22821	-1.91867	1
226	-1.86652	-0.22821	-1.91867	1
227	-1.86652	-0.22821	-1.91867	1
228	-1.86652	-0.22821	-1.91867	1
229	-1.86652	-0.22821	-1.91867	1
230	-1.86652	-0.22821	-1.91867	1
231	-1.86652	-0.22821	-1.91867	1
232	-1.86652	-0.22821	-1.91867	1
233	-1.86652	-0.22821	-1.91867	1
234	-1.86652	-0.22821	-1.91867	1
235	-1.86652	-0.22821	-1.91867	1
236	-1.86652	-0.22821	-1.91867	1
237	-1.86652	-0.22821	-1.91867	1
238	-1.86652	-0.22821	-1.91867	1
239	-1.86652	-0.22821	-1.91867	1
240	-1.86652	-0.22821	-1.91867	1
241	-1.86652	-0.22821	-1.91867	1
242	-1.86652	-0.22821	-1.91867	1
243	-1.86652	-0.22821	-1.91867	1
244	-1.86652	-0.22821	-1.91867	1
245	-1.86652	-0.22821	-1.91867	1
246	-1.86652	-0.22821	-1.91867	1
247	-1.86652	-0.22821	-1.91867	1
248	-1.86652	-0.22821	-1.91867	1
249	-1.86652	-0.22821	-1.91867	1
250	-1.86652	-0.22821	-1.91867	1
251	-1.86652	-0.22821	-1.91867	1
252	-1.86652	-0.22821	-1.91867	1
253	-1.86652	-0.22821	-1.91867	1
254	-1.86652	-0.22821	-1.91867	1
255	-1.86652	-0.22821	-1.91867	1
256	-1.86652	-0.22821	-1.91867	1
257	-1.86652	-0.22821	-1.91867	1
258	-1.86652	-0.22821	-1.91867	1
259	-1.86652	-0.22821	-1.91867	1
260	-1.86652	-0.22821	-1.91867	1
261	-1.86652	-0.22821	-1.91867	1
262	-1.86652	-0.22821	-1.91867	1
263	-1.86652	-0.22821	-1.91867	1
264	-1.86652	-0.22821	-1.91867	1
265	-1.86652	-0.22821	-1.91867	1
266	-1.86652	-0.22821	-1.91867	1
267	-1.86652	-0.22821	-1.91867	1
268	-1.86652	-0.22821	-1.91867	1
269	-1.86652	-0.22821	-1.91867	1
270	-1.86652	-0.22821	-1.91867	1
271	-1.86652	-0.22821	-1.91867	1
272	-1.86652	-0.22821	-1.91867	1
273	-1.86652	-0.22821	-1.91867	1
274	-1.86652	-0.22821	-1.91867	1
275	-1.86652	-0.22821	-1.91867	1
276	-1.86652	-0.22821	-1.91867	1
277	-1.86652	-0.22821	-1.91867	1
278	-1.86652	-0.22821	-1.91867	1
279	-1.86652	-0.22821	-1.91867	1
280	-1.86652	-0.22821	-1.91867	1
281	-1.86652	-0.22821	-1.91867	1
282	-1.86652	-0.22821	-1.91867	1
283	-1.86652	-0.22821	-1.91867	1
284	-1.86652	-0.22821	-1.91867	1
285	-1.86652	-0.22821	-1.91867	1
286	-1.86652	-0.22821	-1.91867	1
287	-1.86652	-0.22821	-1.91867	1
288	-1.86652	-0.22821	-1.91867	1
289	-1.86652	-0.22821	-1.91867	1
290	-1.86652	-0.22821	-1.91867	1
291	-1.86652	-0.22821	-1.91867	1
292	-1.86652	-0.22821	-1.91867	1
293	-1.86652	-0.22821	-1.91867	1
294	-1.86652	-0.22821	-1.91867	1
295	-1.86652	-0.22821	-1.91867	1
296	-1.86652	-0.22821	-1.91867	1
297	-1.86652	-0.22821	-1.91867	1
298	-1.86652	-0.22821	-1.91867	1
299	-1.86652	-0.22821	-1.91867	1
300	-1.86652	-0.22821	-1.91867	1
301	-1.86652	-0.22821	-1.91867	1
302	-1.86652	-0.22821	-1.91867	1
303	-1.86652	-0.22821	-1.91867	1
304	-1.86652	-0.22821	-1.91867	1
305	-1.86652	-0.22821	-1.91867	1
306	-1.86652	-0.22821	-1.91867	1
307	-1.86652	-0.22821	-1.91867	1
308	-1.86652	-0.22821	-1.91867	1
309	-1.86652	-0.22821	-1.91867	1
310	-1.86652	-0.22821	-1.91867	1
311	-1.86652	-0.22821	-1.91867	1
312	-1.86652	-0.22821	-1.91867	1
313	-1.86652	-0.22821	-1.91867	1
314	-1.86652	-0.22821	-1.91867	1
315	-1.86652	-0.22821	-1.91867	1
316	-1.86652	-0.22821	-1.91867	0
317	-1.86652	-0.22821	-1.91867	0
318	-1.86652	-0.22821	-1.91867	0
319	-1.86652	-0.22821	-1.91867	0
320	-1.86652	4.37995	0.520957	1
321	-1.86652	4.37995	0.520957	1
322	-1.86652	4.37995	0.520957	1
323	-1.86652	4.37995	0.520957	1
324	-1.86652	4.37995	0.520957	1
325	-1.86652	4.37995	-1.91867	1
326	-0.922536	-0.22821	0.520957	1
327	-0.922536	-0.22821	0.520957	1
328	-0.922536	-0.22821	0.520957	1
329	-0.922536	-0.22821	0.520957	1
330	-0.922536	-0.22821	0.520957	1
331	-0.922536	-0.22821	0.520957	1
332	-0.922536	-0.22821	0.520957	1
333	-0.922536	-0.22821	0.520957	1
334	-0.922536	-0.22821	0.520957	1
335	-0.922536	-0.22821	0.520957	1
336	-0.922536	-0.22821	0.520957	1
337	-0.922536	-0.22821	0.520957	1
338	-0.922536	-0.22821	0.520957	1
339	-0.922536	-0.22821	0.520957	1
340	-0.922536	-0.22821	0.520957	0
341	-0.922536	-0.22821	0.520957	0
342	-0.922536	-0.22821	0.520957	0
343	-0.922536	-0.22821	0.520957	0
344	-0.922536	-0.22821	0.520957	0
345	-0.922536	-0.22821	0.520957	0
346	-0.922536	-0.22821	0.520957	0
347	-0.922536	-0.22821	0.520957	0
348	-0.922536	-0.22821	0.520957	0
349	-0.922536	-0.22821	0.520957	0
350	-0.922536	-0.22821	0.520957	0
351	-0.922536	-0.22821	0.520957	0
352	-0.922536	-0.22821	0.520957	0
353	-0.922536	-0.22821	0.520957	0
354	-0.922536	-0.22821	0.520957	0
355	-0.922536	-0.22821	0.520957	0
356	-0.922536	-0.22821	0.520957	0
357	-0.922536	-0.22821	0.520957	0
358	-0.922536	-0.22821	0.520957	0
359	-0.922536	-0.22821	0.520957	0
360	-0.922536	-0.22821	0.520957	0
361	-0.922536	-0.22821	0.520957	0
362	-0.922536	-0.22821	0.520957	0
363	-0.922536	-0.22821	0.520957	0
364	-0.922536	-0.22821	0.520957	0
365	-0.922536	-0.22821	0.520957	0
366	-0.922536	-0.22821	0.520957	0
367	-0.922536	-0.22821	0.520957	0
368	-0.922536	-0.22821	0.520957	0
369	-0.922536	-0.22821	0.520957	0
370	-0.922536	-0.22821	0.520957	0
371	-0.922536	-0.22821	0.520957	0
372	-0.922536	-0.22821	0.520957	0
373	-0.922536	-0.22821	0.520957	0
374	-0.922536	-0.22821	0.520957	0
375	-0.922536	-0.22821	0.520957	0
376	-0.922536	-0.22821	0.520957	0
377	-0.922536	-0.22821	0.520957	0
378	-0.922536	-0.22821	0.520957	0
379	-0.922536	-0.22821	0.520957	0
380	-0.922536	-0.22821	0.520957	0
381	-0.922536	-0.22821	0.520957	0
382	-0.922536	-0.22821	0.520957	0
383	-0.922536	-0.22821	0.520957	0
384	-0.922536	-0.22821	0.520957	0
385	-0.922536	-0.22821	0.520957	0
386	-0.922536	-0.22821	0.520957	0
387	-0.922536	-0.22821	0.520957	0
388	-0.922536	-0.22821	0.520957	0
389	-0.922536	-0.22821	0.520957	0
390	-0.922536	-0.22821	0.520957	0
391	-0.922536	-0.22821	0.520957	0
392	-0.922536	-0.22821	0.520957	0
393	-0.922536	-0.22821	0.520957	0
394	-0.922536	-0.22821	0.520957	0
395	-0.922536	-0.22821	0.520957	0
396	-0.922536	-0.22821	0.520957	0
397	-0.922536	-0.22821	0.520957	0
398	-0.922536	-0.22821	0.520957	0
399	-0.922536	-0.22821	0.520957	0
400	-0.922536	-0.22821	0.520957	0
401	-0.922536	-0.22821	0.520957	0
402	-0.922536	-0.22821	0.520957	0
403	-0.922536	-0.22821	0.520957	0
404	-0.922536	-0.22821	0.520957	0
405	-0.922536	-0.22821	0.520957	0
406	-0.922536	-0.22821	0.520957	0
407	-0.922536	-0.22821	0.520957	0
408	-0.922536	-0.22821	0.520957	0
409	-0.922536	-0.22821	0.520957	0
410	-0.922536	-0.22821	0.520957	0
411	-0.922536	-0.22821	0.520957	0
412	-0.922536	-0.22821	0.520957	0
413	-0.922536	-0.22821	0.520957	0
414	-0.922536	-0.22821	0.520957	0
415	-0.922536	-0.22821	0.520957	0
416	-0.922536	-0.22821	0.520957	0
417	-0.922536	-0.22821	0.520957	0
418	-0.922536	-0.22821	0.520957	0
419	-0.922536	-0.22821	0.520957	0
420	-0.922536	-0.22821	0.520957	0
421	-0.922536	-0.22821	0.520957	0
422	-0.922536	-0.22821	0.520957	0
423	-0.922536	-0.22821	0.520957	0
424	-0.922536	-0.22821	0.520957	0
425	-0.922536	-0.22821	0.520957	0
426	-0.922536	-0.22821	0.520957	0
427	-0.922536	-0.22821	0.520957	0
428	-0.922536	-0.22821	0.520957	0
429	-0.922536	-0.22821	0.520957	0
430	-0.922536	-0.22821	0.520957	0
431	-0.922536	-0.22821	0.520957	0
432	-0.922536	-0.22821	0.520957	0
433	-0.922536	-0.22821	0.520957	0
434	-0.922536	-0.22821	0.520957	0
435	-0.922536	-0.22821	0.520957	0
436	-0.922536	-0.22821	0.520957	0
437	-0.922536	-0.22821	0.520957	0
438	-0.922536	-0.22821	0.520957	0
439	-0.922536	-0.22821	0.520957	0
440	-0.922536	-0.22821	0.520957	0
441	-0.922536	-0.22821	0.520957	0
442	-0.922536	-0.22821	0.520957	0
443	-0.922536	-0.22821	0.520957	0
444	-0.922536	-0.22821	0.520957	0
445	-0.922536	-0.22821	0.520957	0
446	-0.922536	-0.22821	0.520957	0
447	-0.922536	-0.22821	0.520957	0
448	-0.922536	-0.22821	0.520957	0
449	-0.922536	-0.22821	0.520957	0
450	-0.922536	-0.22821	0.520957	0
451	-0.922536	-0.22821	0.520957	0
452	-0.922536	-0.22821	0.520957	0
453	-0.922536	-0.22821	0.520957	0
454	-0.922536	-0.22821	0.520957	0
455	-0.922536	-0.22821	0.520957	0
456	-0.922536	-0.22821	0.520957	0
457	-0.922536	-0.22821	0.520957	0
458	-0.922536	-0.22821	0.520957	0
459	-0.922536	-0.22821	0.520957	0
460	-0.922536	-0.22821	0.520957	0
461	-0.922536	-0.22821	0.520957	0
462	-0.922536	-0.22821	0.520957	0
463	-0.922536	-0.22821	0.520957	0
464	-0.922536	-0.22821	0.520957	0
465	-0.922536	-0.22821	0.520957	0
466	-0.922536	-0.22821	0.520957	0
467	-0.922536	-0.22821	0.520957	0
468	-0.922536	-0.22821	0.520957	0
469	-0.922536	-0.22821	0.520957	0
470	-0.922536	-0.22821	0.520957	0
471	-0.922536	-0.22821	0.520957	0
472	-0.922536	-0.22821	0.520957	0
473	-0.922536	-0.22821	0.520957	0
474	-0.922536	-0.22821	0.520957	0
475	-0.922536	-0.22821	0.520957	0
476	-0.922536	-0.22821	0.520957	0
477	-0.922536	-0.22821	0.520957	0
478	-0.922536	-0.22821	0.520957	0
479	-0.922536	-0.22821	0.520957	0
480	-0.922536	-0.22821	0.520957	0
481	-0.922536	-0.22821	0.520957	0
482	-0.922536	-0.22821	0.520957	0
483	-0.922536	-0.22821	0.520957	0
484	-0.922536	-0.22821	0.520957	0
485	-0.922536	-0.22821	0.520957	0
486	-0.922536	-0.22821	0.520957	0
487	-0.922536	-0.22821	0.520957	0
488	-0.922536	-0.22821	0.520957	0
489	-0.922536	-0.22821	0.520957	0
490	-0.922536	-0.22821	0.520957	0
491	-0.922536	-0.22821	0.520957	0
492	-0.922536	-0.22821	0.520957	0
493	-0.922536	-0.22821	0.520957	0
494	-0.922536	-0.22821	-1.91867	1
495	-0.922536	-0.22821	-1.91867	1
496	-0.922536	-0.22821	-1.91867	1
497	-0.922536	-0.22821	-1.91867	1
498	-0.922536	-0.22821	-1.91867	1
499	-0.922536	-0.22821	-1.91867	1
500	-0.922536	-0.22821	-1.91867	1
501	-0.922536	-0.22821	-1.91867	1
502	-0.922536	-0.22821	-1.91867	1
503	-0.922536	-0.22821	-1.91867	1
504	-0.922536	-0.22821	-1.91867	1
505	-0.922536	-0.22821	-1.91867	1
506	-0.922536	-0.22821	-1.91867	1
507	-0.922536	-0.22821	-1.91867	1
508	-0.922536	-0.22821	-1.91867	1
509	-0.922536	-0.22821	-1.91867	1
510	-0.922536	-0.22821	-1.91867	1
511	-0.922536	-0.22821	-1.91867	1
512	-0.922536	-0.22821	-1.91867	1
513	-0.922536	-0.22821	-1.91867	1
514	-0.922536	-0.22821	-1.91867	1
515	-0.922536	-0.22821	-1.91867	1
516	-0.922536	-0.22821	-1.91867	1
517	-0.922536	-0.22821	-1.91867	1
518	-0.922536	-0.22821	-1.91867	1
519	-0.922536	-0.22821	-1.91867	1
520	-0.922536	-0.22821	-1.91867	1
521	-0.922536	-0.22821	-1.91867	1
522	-0.922536	-0.22821	-1.91867	1
523	-0.922536	-0.22821	-1.91867	1
524	-0.922536	-0.22821	-1.91867	1
525	-0.922536	-0.22821	-1.91867	1
526	-0.922536	-0.22821	-1.91867	1
527	-0.922536	-0.22821	-1.91867	1
528	-0.922536	-0.22821	-1.91867	1
529	-0.922536	-0.22821	-1.91867	1
530	-0.922536	-0.22821	-1.91867	1
531	-0.922536	-0.22821	-1.91867	1
532	-0.922536	-0.22821	-1.91867	1
533	-0.922536	-0.22821	-1.91867	1
534	-0.922536	-0.22821	-1.91867	1
535	-0.922536	-0.22821	-1.91867	1
536	-0.922536	-0.22821	-1.91867	1
537	-0.922536	-0.22821	-1.91867	1
538	-0.922536	-0.22821	-1.91867	1
539	-0.922536	-0.22821	-1.91867	1
540	-0.922536	-0.22821	-1.91867	1
541	-0.922536	-0.22821	-1.91867	1
542	-0.922536	-0.22821	-1.91867	1
543	-0.922536	-0.22821	-1.91867	1
544	-0.922536	-0.22821	-1.91867	1
545	-0.922536	-0.22821	-1.91867	1
546	-0.922536	-0.22821	-1.91867	1
547	-0.922536	-0.22821	-1.91867	1
548	-0.922536	-0.22821	-1.91867	1
549	-0.922536	-0.22821	-1.91867	1
550	-0.922536	-0.22821	-1.91867	1
551	-0.922536	-0.22821	-1.91867	1
552	-0.922536	-0.22821	-1.91867	1
553	-0.922536	-0.22821	-1.91867	1
554	-0.922536	-0.22821	-1.91867	1
555	-0.922536	-0.22821	-1.91867	1
556	-0.922536	-0.22821	-1.91867	1
557	-0.922536	-0.22821	-1.91867	1
558	-0.922536	-0.22821	-1.91867	1
559	-0.922536	-0.22821	-1.91867	1
560	-0.922536	-0.22821	-1.91867	1
561	-0.922536	-0.22821	-1.91867	1
562	-0.922536	-0.22821	-1.91867	1
563	-0.922536	-0.22821	-1.91867	1
564	-0.922536	-0.22821	-1.91867	1
565	-0.922536	-0.22821	-1.91867	1
566	-0.922536	-0.22821	-1.91867	1
567	-0.922536	-0.22821	-1.91867	1
568	-0.922536	-0.22821	-1.91867	1
569	-0.922536	-0.22821	-1.91867	1
570	-0.922536	-0.22821	-1.91867	1
571	-0.922536	-0.22821	-1.91867	1
572	-0.922536	-0.22821	-1.91867	1
573	-0.922536	-0.22821	-1.91867	1
574	-0.922536	-0.22821	-1.91867	0
575	-0.922536	-0.22821	-1.91867	0
576	-0.922536	-0.22821	-1.91867	0
577	-0.922536	-0.22821	-1.91867	0
578	-0.922536	-0.22821	-1.91867	0
579	-0.922536	-0.22821	-1.91867	0
580	-0.922536	-0.22821	-1.91867	0
581	-0.922536	-0.22821	-1.91867	0
582	-0.922536	-0.22821	-1.91867	0
583	-0.922536	-0.22821	-1.91867	0
584	-0.922536	-0.22821	-1.91867	0
585	-0.922536	-0.22821	-1.91867	0
586	-0.922536	-0.22821	-1.91867	0
587	-0.922536	4.37995	0.520957	1
588	-0.922536	4.37995	0.520957	1
589	-0.922536	4.37995	0.520957	1
590	-0.922536	4.37995	0.520957	1
591	-0.922536	4.37995	0.520957	1
592	-0.922536	4.37995	0.520957	1
593	-0.922536	4.37995	0.520957	1
594	-0.922536	4.37995	0.520957	1
595	-0.922536	4.37995	0.520957	1
596	-0.922536	4.37995	0.520957	1
597	-0.922536	4.37995	0.520957	1
598	-0.922536	4.37995	-1.91867	1
599	-0.922536	4.37995	-1.91867	1
600	-0.922536	4.37995	-1.91867	1
601	-0.922536	4.37995	-1.91867	1
602	-0.922536	4.37995	-1.91867	1
603	-0.922536	4.37995	-1.91867	1
604	-0.922536	4.37995	-1.91867	1
605	-0.922536	4.37995	-1.91867	1
606	-0.922536	4.37995	-1.91867	1
607	-0.922536	4.37995	-1.91867	1
608	-0.922536	4.37995	-1.91867	1
609	-0.922536	4.37995	-1.91867	1
610	-0.922536	4.37995	-1.91867	1
611	0.0214443	-0.22821	0.520957	1
612	0.0214443	-0.22821	0.520957	1
613	0.0214443	-0.22821	0.520957	1
614	0.0214443	-0.22821	0.520957	1
615	0.0214443	-0.22821	0.520957	1
616	0.0214443	-0.22821	0.520957	1
617	0.0214443	-0.22821	0.520957	1
618	0.0214443	-0.22821	0.520957	1
619	0.0214443	-0.22821	0.520957	1
620	0.0214443	-0.22821	0.520957	1
621	0.0214443	-0.22821	0.520957	1
622	0.0214443	-0.22821	0.520957	1
623	0.0214443	-0.22821	0.520957	1
624	0.0214443	-0.22821	0.520957	1
625	0.0214443	-0.22821	0.520957	1
626	0.0214443	-0.22821	0.520957	1
627	0.0214443	-0.22821	0.520957	1
628	0.0214443	-0.22821	0.520957	1
629	0.0214443	-0.22821	0.520957	1
630	0.0214443	-0.22821	0.520957	1
631	0.0214443	-0.22821	0.520957	1
632	0.0214443	-0.22821	0.520957	1
633	0.0214443	-0.22821	0.520957	1
634	0.0214443	-0.22821	0.520957	1
635	0.0214443	-0.22821	0.520957	1
636	0.0214443	-0.22821	0.520957	1
637	0.0214443	-0.22821	0.520957	1
638	0.0214443	-0.22821	0.520957	1
639	0.0214443	-0.22821	0.520957	1
640	0.0214443	-0.22821	0.520957	1
641	0.0214443	-0.22821	0.520957	1
642	0.0214443	-0.22821	0.520957	1
643	0.0214443	-0.22821	0.520957	1
644	0.0214443	-0.22821	0.520957	1
645	0.0214443	-0.22821	0.520957	1
646	0.0214443	-0.22821	0.520957	1
647	0.0214443	-0.22821	0.520957	1
648	0.0214443	-0.22821	0.520957	1
649	0.0214443	-0.22821	0.520957	1
650	0.0214443	-0.22821	0.520957	1
651	0.0214443	-0.22821	0.520957	1
652	0.0214443	-0.22821	0.520957	1
653	0.0214443	-0.22821	0.520957	1
654	0.0214443	-0.22821	0.520957	1
