	f1	f2	f3	f4	f5	clase
125	0.485933	0.052392	0.98151	0.42249	0.630728	2
126	-2.04427	-0.0941115	-1.01168	0.42249	2.02675	2
127	-2.04427	-0.826629	-0.726939	0.42249	0.0878293	2
128	0.485933	0.931413	-0.86931	0.42249	1.32874	2
129	0.485933	1.22442	-1.01168	0.42249	-1.30819	1
130	0.485933	0.638406	0.554397	0.42249	-0.92041	1
131	0.485933	0.931413	0.98151	0.42249	-0.765297	1
132	-2.04427	0.491902	1.40862	0.42249	1.25118	1
133	0.485933	0.052392	2.12048	0.42249	-0.842854	1
134	0.485933	1.51743	2.54759	0.42249	-0.532626	1
135	0.485933	-0.680125	2.26285	0.42249	-0.610183	1
136	0.485933	-0.240615	-0.0150856	0.42249	-0.299955	1
137	0.485933	-0.680125	-0.299827	0.42249	-1.77354	1
138	0.485933	1.22442	-1.01168	0.42249	1.09607	1
139	0.485933	-0.973132	0.412027	0.42249	0.165386	0
140	0.485933	-0.533622	-0.726939	0.42249	-0.68774	0
141	0.485933	1.37092	-0.726939	0.42249	-1.30819	0
142	0.485933	0.491902	1.40862	0.42249	0.0878293	0
143	0.485933	0.345399	1.69336	0.42249	-0.997967	0
144	0.485933	-1.55915	-0.86931	0.42249	0.708285	0
145	0.485933	0.784909	-0.584569	0.42249	-1.38575	0
146	0.485933	1.37092	-0.726939	0.42249	-0.299955	0
147	0.485933	-1.55915	-0.86931	0.42249	-0.144841	0
148	0.485933	-0.533622	-0.726939	0.42249	-1.23064	0
149	-2.04427	0.638406	-0.157456	0.42249	1.56141	0
150	0.485933	1.22442	-1.01168	0.42249	1.79408	0
151	0.485933	-1.70565	0.269656	0.42249	-0.0672845	0
